project_id,client_id,project_name,project_type,tech_stack,project_status,priority,start_date,planned_end_date,actual_end_date,budget_original,budget_current,hours_estimated,hours_actual,team_size,complexity_score
PROJECT_004997,CLIENT_004997,Web Application Project 1498,Web Application,React/Node.js/PostgreSQL,Discovery,Low,2023-09-09,2024-06-05,,100571.67890647544,94338.24457605541,617.3285546750027,687.9748701380466,4.018527449817394,5.828859696463095
PROJECT_004998,CLIENT_004998,DevOps Setup Project 1499,DevOps Setup,Java/Spring/Oracle,Testing,High,2024-05-16,2025-06-07,,44439.5436452305,11855.893895470614,332.9365487434393,346.38957872158824,7.855564758103226,10.045021229467848
PROJECT_004999,CLIENT_004999,Data Analytics Platform Project 1500,Data Analytics Platform,Java/Spring/Oracle,Deployment,Low,2024-03-24,2024-10-04,,13407.368478630586,15269.731676581223,147.72294917880825,60.098271395997564,4.796779001991113,4.420949776278292
PROJECT_005000,CLIENT_005000,E-commerce Site Project 1501,E-commerce Site,React/Node.js/PostgreSQL,Planning,High,2024-01-24,2024-09-09,,30949.770435439186,36915.95683693293,267.28098000170644,232.74599264275184,6.45089707740982,6.318485628195226
PROJECT_005001,CLIENT_005001,Data Analytics Platform Project 1502,Data Analytics Platform,Java/Spring/Oracle,Discovery,Critical,2024-09-10,2024-12-14,,29535.320333718366,10925.257807446289,237.7067698102507,27.35902227544956,4.036654205537113,1.9826557008342611
PROJECT_005002,CLIENT_005002,API Development Project 1503,API Development,React/Node.js/PostgreSQL,Discovery,High,2024-06-16,2025-04-20,,268538.4232646688,247731.4706974584,1904.0041237903595,1130.7273725454793,5.903851822841348,7.953303097981916
PROJECT_005003,CLIENT_005003,Web Application Project 1504,Web Application,Java/Spring/Oracle,Development,High,2023-07-10,2024-04-27,,95682.17898459143,156710.2489530582,771.1356326327793,526.4760734068359,6.684683615312375,9.181488698240303
PROJECT_005004,CLIENT_005004,Web Application Project 1505,Web Application,React/Node.js/PostgreSQL,Development,Medium,2023-12-16,2024-07-09,,53992.08836284446,69454.98837326943,201.24737895755618,497.6793823700474,2.7811205754074186,4.535123427872313
PROJECT_005005,CLIENT_005005,Data Analytics Platform Project 1506,Data Analytics Platform,React/Node.js/PostgreSQL,Planning,Medium,2024-06-07,2024-12-31,,10532.313182402679,4125.598830039873,-49.11495370993576,-25.122500107017615,2.985765429118043,4.03578268415464
PROJECT_005006,CLIENT_005006,Web Application Project 1507,Web Application,Java/Spring/Oracle,Deployment,Critical,2024-05-03,2024-08-16,,77889.30926717946,100774.81048185941,519.8046367444396,763.6252787066406,3.9996183153534357,2.271396214100576
PROJECT_005007,CLIENT_005007,DevOps Setup Project 1508,DevOps Setup,React/Node.js/PostgreSQL,Development,High,2024-07-24,2025-01-05,,53418.499886922655,54578.32491397139,167.47558601437535,231.83700447733753,3.1167466672256134,4.504303183192813
PROJECT_005008,CLIENT_005008,Data Analytics Platform Project 1509,Data Analytics Platform,Java/Spring/Oracle,Testing,Critical,2024-08-26,2025-04-09,,11747.845105416745,23939.1970692643,288.08987187728746,194.22417960395052,4.943573781751976,5.569351448303861
PROJECT_005009,CLIENT_005009,AI/ML Solution Project 1510,AI/ML Solution,Java/Spring/Oracle,Planning,High,2024-10-24,2025-09-22,,243963.88577026816,225228.53456694918,1687.6279555742476,1793.4298498481523,8.222542035952756,10.106116229021527
PROJECT_005010,CLIENT_005010,DevOps Setup Project 1511,DevOps Setup,Python/Django/MySQL,Discovery,High,2023-11-16,2024-07-30,,506316.3912588068,660132.4125547914,3483.273257785088,3809.3530065865853,3.9037573693111414,6.064560628264451
PROJECT_005011,CLIENT_005011,E-commerce Site Project 1512,E-commerce Site,Python/Django/MySQL,Completed,Medium,2024-04-05,2024-10-12,2024-11-23,20266.413747903396,26620.92061968099,124.71691980201066,3.989061799358531,4.1636817800749695,4.5459043096570255
PROJECT_005012,CLIENT_005012,E-commerce Site Project 1513,E-commerce Site,Python/Django/MySQL,Discovery,Medium,2024-02-08,2024-07-22,,11000.518205483027,29011.3765928462,101.91236211431303,272.1269194402108,5.028989098466276,4.57819842944802
PROJECT_005013,CLIENT_005013,Web Application Project 1514,Web Application,Python/Django/MySQL,Completed,Critical,2024-12-24,2025-11-19,2026-01-05,3094.277771514706,18784.00555946836,188.6799109894195,233.609444296565,6.7039882566524955,10.321727305400893
PROJECT_005014,CLIENT_005014,CRM System Project 1515,CRM System,Java/Spring/Oracle,Testing,Low,2023-10-18,2024-02-29,,122137.96957826834,158838.57452416318,475.4174352565537,1004.4529828415207,4.216342092285811,2.548579621536387
PROJECT_005015,CLIENT_005015,AI/ML Solution Project 1516,AI/ML Solution,Java/Spring/Oracle,Completed,Low,2025-01-22,2025-08-07,2025-07-29,10752.291596781872,12502.059001454521,140.550639601773,93.97597033985127,5.0805479943693035,4.007552852270894
PROJECT_005016,CLIENT_005016,CRM System Project 1517,CRM System,Java/Spring/Oracle,Testing,Low,2024-09-08,2025-07-26,,575704.4699089761,651180.1394750107,3843.2667280543055,3958.8259246534108,7.110197958910972,9.871194541052501
PROJECT_005017,CLIENT_005017,E-commerce Site Project 1518,E-commerce Site,React/Node.js/PostgreSQL,Discovery,Low,2024-08-22,2025-05-12,,80691.1249360321,83594.58188122246,353.52512268740213,431.32157699575157,7.005144405898235,7.782313505938434
PROJECT_005018,CLIENT_005018,AI/ML Solution Project 1519,AI/ML Solution,React/Node.js/PostgreSQL,Discovery,Critical,2024-08-10,2025-02-05,,7382.085299391174,47703.7431568948,105.88945969470622,-48.54751950033625,5.014041097346482,5.152286587005975
PROJECT_005019,CLIENT_005019,Mobile App Project 1520,Mobile App,React/Node.js/PostgreSQL,Testing,Critical,2024-10-27,2025-06-25,,-6455.380249242262,27422.519440159245,-64.29385496081693,90.19914890370235,5.048331306595051,7.022371003865277
PROJECT_005020,CLIENT_005020,API Development Project 1521,API Development,Java/Spring/Oracle,Deployment,Medium,2024-12-07,2025-05-16,,254725.52244458644,263412.06488396664,1667.525896241324,1984.2724076475429,2.929798291995936,4.1245061401669085
PROJECT_005021,CLIENT_005021,AI/ML Solution Project 1522,AI/ML Solution,Python/Django/MySQL,Deployment,High,2025-03-26,2025-06-16,,7673.2285126972,3555.0021315598406,-60.7912705117981,-134.15991799893328,1.905104153600245,2.2987053102147152
PROJECT_005022,CLIENT_005022,Web Application Project 1523,Web Application,React/Node.js/PostgreSQL,Completed,Critical,2025-04-23,2025-12-25,2026-02-10,164377.9509380703,244178.11694070304,1229.3171782564848,1640.9320749671233,3.7609358297992084,5.217456476750649
PROJECT_005023,CLIENT_005023,Mobile App Project 1524,Mobile App,React/Node.js/PostgreSQL,Completed,Low,2024-06-12,2024-12-19,2025-02-17,152324.1943917652,184267.49221078897,1116.1592613696382,856.8591627891485,3.0731969534316668,4.277142167403292
PROJECT_005024,CLIENT_005024,Data Analytics Platform Project 1525,Data Analytics Platform,Java/Spring/Oracle,Testing,Low,2024-10-14,2025-02-12,,-8489.000309612107,27421.440579823313,37.35587164381271,-113.82609355858483,3.021389463217761,1.7168139232966706
PROJECT_005025,CLIENT_005025,AI/ML Solution Project 1526,AI/ML Solution,Java/Spring/Oracle,Discovery,Low,2024-06-30,2025-04-29,,70557.08143209333,88461.69664891678,345.27777328729076,353.6043610069872,7.126097448121071,8.778425671921877
PROJECT_005026,CLIENT_005026,Web Application Project 1527,Web Application,React/Node.js/PostgreSQL,Testing,Medium,2023-07-24,2024-04-05,,557870.2504319671,626672.731529109,3754.5438671247834,3233.6687171107146,3.9784771744961627,7.079167408670903
PROJECT_005027,CLIENT_005027,Data Analytics Platform Project 1528,Data Analytics Platform,React/Node.js/PostgreSQL,Planning,Medium,2025-01-26,2025-12-12,,10172.491062350913,3052.7818682990546,400.30840604459166,93.04176765036118,7.152556809683814,9.983209369339788
PROJECT_005028,CLIENT_005028,CRM System Project 1529,CRM System,Java/Spring/Oracle,Planning,High,2024-04-15,2025-02-28,,-16706.954949648676,-6984.354455223436,144.10765255870155,-46.18106980032252,5.265959206961233,8.068103083326145
PROJECT_005029,CLIENT_005029,Mobile App Project 1530,Mobile App,Python/Django/MySQL,Completed,Low,2024-11-27,2025-07-12,2025-08-28,435853.88461001654,495790.70232395985,2790.538117297772,2035.122120513372,6.3355595313692765,5.752007072343469
PROJECT_005030,CLIENT_005030,AI/ML Solution Project 1531,AI/ML Solution,Java/Spring/Oracle,Development,High,2024-07-18,2025-05-28,,253688.55168672343,267687.0306030003,1648.9661497104655,1914.7031452376411,5.031111072970414,7.9390403609212985
PROJECT_005031,CLIENT_005031,Mobile App Project 1532,Mobile App,React/Node.js/PostgreSQL,Development,High,2024-09-16,2025-01-10,,10415.02144562093,38225.87963256198,-91.46720674949485,-96.20588473805857,2.17364206936111,0.563154708789827
PROJECT_005032,CLIENT_005032,Mobile App Project 1533,Mobile App,React/Node.js/PostgreSQL,Planning,Medium,2024-08-27,2025-03-04,,117671.41662479338,89909.49756026585,763.5698300614258,688.3055938054245,3.9604211505739886,4.3729238047857955
PROJECT_005033,CLIENT_005033,Data Analytics Platform Project 1534,Data Analytics Platform,Java/Spring/Oracle,Completed,High,2023-07-12,2023-10-10,2023-11-22,-680.7198471122429,6309.896352972263,111.48747557320205,192.6620823502875,1.1226557882249502,1.088456641944169
PROJECT_005034,CLIENT_005034,E-commerce Site Project 1535,E-commerce Site,Java/Spring/Oracle,Deployment,High,2023-08-17,2024-05-16,,19571.11520950579,18205.661127443018,302.516249575398,118.0515860691234,7.026326389782266,7.817588669835593
PROJECT_005035,CLIENT_005035,Web Application Project 1536,Web Application,Python/Django/MySQL,Completed,High,2024-07-16,2025-01-28,2025-03-16,34614.58419009492,28069.344557120003,233.35939029829484,263.41574587395263,3.062377785425325,5.3069373293386795
PROJECT_005036,CLIENT_005036,DevOps Setup Project 1537,DevOps Setup,Python/Django/MySQL,Planning,High,2023-12-21,2024-11-03,,327756.51636605273,343641.2585181651,2072.7610949660066,2864.138079208274,6.2857975388995895,7.70196043992766
PROJECT_005037,CLIENT_005037,AI/ML Solution Project 1538,AI/ML Solution,React/Node.js/PostgreSQL,Deployment,Medium,2024-09-05,2025-05-08,,306400.4537158628,334345.55033259734,2034.0441914984794,2604.9441963190234,5.0001914896199,6.872826234731607
PROJECT_005038,CLIENT_005038,CRM System Project 1539,CRM System,React/Node.js/PostgreSQL,Deployment,Critical,2024-04-04,2025-04-20,,-7860.699474973797,-13751.465526180029,-56.01037479156851,57.022026121001765,6.974999267957872,9.972286176851307
PROJECT_005039,CLIENT_005039,E-commerce Site Project 1540,E-commerce Site,React/Node.js/PostgreSQL,Discovery,Medium,2024-08-07,2024-12-29,,74608.98533649475,67146.51931744978,402.23407726677146,534.394274286772,3.1103251454522423,2.919330443500876
PROJECT_005040,CLIENT_005040,Data Analytics Platform Project 1541,Data Analytics Platform,Java/Spring/Oracle,Discovery,Low,2023-07-31,2024-04-24,,14355.12307357074,22661.20963647013,126.56312496494414,-91.10331455217226,5.082876431576954,5.9939242940673685
PROJECT_005041,CLIENT_005041,Web Application Project 1542,Web Application,Java/Spring/Oracle,Testing,Medium,2024-07-25,2024-11-20,,-8634.4541388707,37526.14647841315,-49.46467615195229,91.1687170859996,2.9840970262070536,0.9014810153183385
PROJECT_005042,CLIENT_005042,CRM System Project 1543,CRM System,Python/Django/MySQL,Development,Low,2024-04-19,2024-07-04,,23294.262778582284,2906.950914662606,116.24752127235183,149.8613784504642,4.020158452402751,2.2618052122481296
PROJECT_005043,CLIENT_005043,E-commerce Site Project 1544,E-commerce Site,Java/Spring/Oracle,Development,Critical,2023-08-13,2024-01-31,,236444.02383107055,255692.83784828696,1522.8816791340794,1435.1901315856514,3.7651001740065264,4.2808759314146005
PROJECT_005044,CLIENT_005044,Data Analytics Platform Project 1545,Data Analytics Platform,Java/Spring/Oracle,Development,Critical,2025-02-18,2026-01-16,,12089.869756931741,936.7754029616126,35.11244163766129,129.2804474318578,5.110318245715422,9.16962189547652
PROJECT_005045,CLIENT_005045,Data Analytics Platform Project 1546,Data Analytics Platform,Python/Django/MySQL,Planning,Medium,2024-09-13,2025-02-22,,-7319.1402114541415,283.68516433938385,195.95434814459205,63.617091621243134,5.236432342786556,4.339090262454943
PROJECT_005046,CLIENT_005046,Data Analytics Platform Project 1547,Data Analytics Platform,Java/Spring/Oracle,Deployment,Low,2023-11-04,2024-09-25,,110762.53074796259,103786.67688271009,765.4247215147858,669.5228595002693,6.345146613387247,9.931678041728558
PROJECT_005047,CLIENT_005047,AI/ML Solution Project 1548,AI/ML Solution,React/Node.js/PostgreSQL,Completed,Critical,2024-05-12,2024-09-04,2024-09-24,118757.19060534518,127497.01102418861,710.0585211887831,987.2048151292146,2.186502827781389,1.8569535978826819
PROJECT_005048,CLIENT_005048,CRM System Project 1549,CRM System,React/Node.js/PostgreSQL,Development,Critical,2024-05-20,2024-09-03,,19391.859562917918,29219.3167265675,46.53967846305895,22.199292075503088,3.861843629390044,2.0871468448484585
PROJECT_005049,CLIENT_005049,E-commerce Site Project 1550,E-commerce Site,React/Node.js/PostgreSQL,Deployment,Low,2023-08-06,2023-11-03,,11741.874852920046,33402.994976257694,131.61778209751355,91.87260306557076,2.8449204094209577,0.8863212451278211
PROJECT_005050,CLIENT_005050,DevOps Setup Project 1551,DevOps Setup,Python/Django/MySQL,Completed,High,2024-06-18,2025-04-17,2025-03-26,6876.28785498417,4852.576512539639,225.14027465709222,123.63532091677052,4.684567154570973,9.211104823141216
PROJECT_005051,CLIENT_005051,CRM System Project 1552,CRM System,React/Node.js/PostgreSQL,Planning,Low,2024-03-31,2024-12-30,,24934.696216227374,15912.587472986574,256.59742350375535,295.7736699874555,5.376235369781033,7.934606900125757
PROJECT_005052,CLIENT_005052,API Development Project 1553,API Development,Python/Django/MySQL,Deployment,Medium,2024-09-09,2025-02-12,,21238.738659656123,19473.045103873286,143.336810808385,117.63851732828991,3.9382768584914665,2.9227727119338667
PROJECT_005053,CLIENT_005053,API Development Project 1554,API Development,Java/Spring/Oracle,Discovery,High,2024-05-10,2024-12-06,,34550.59037406308,32072.937389498173,57.184854334111236,220.38306310358467,4.879430231223067,5.0845244700888585
PROJECT_005054,CLIENT_005054,Mobile App Project 1555,Mobile App,React/Node.js/PostgreSQL,Development,Low,2025-04-23,2025-09-04,,-28093.706791343724,37247.606853605124,96.71534977011463,36.01729726130117,4.024695395903136,1.8359481694262074
PROJECT_005055,CLIENT_005055,API Development Project 1556,API Development,Python/Django/MySQL,Discovery,High,2024-01-13,2024-04-26,,36251.22895124309,5279.131964829103,191.20390491979978,222.08686943274373,2.0827083702715106,0.9895728611773774
PROJECT_005056,CLIENT_005056,Mobile App Project 1557,Mobile App,Java/Spring/Oracle,Development,Critical,2024-09-21,2025-03-01,,-144.0196666962829,1823.07612455887,-9.546306212534319,97.58984896343699,4.822944688402571,4.06937096415407
PROJECT_005057,CLIENT_005057,AI/ML Solution Project 1558,AI/ML Solution,Java/Spring/Oracle,Discovery,Medium,2024-06-02,2024-10-29,,32861.83553820239,-21801.861782495136,152.2068042693678,2.255767725509884,4.334252696483812,3.4461541148498807
PROJECT_005058,CLIENT_005058,AI/ML Solution Project 1559,AI/ML Solution,Python/Django/MySQL,Testing,Low,2023-12-22,2024-11-26,,27583.24464307071,40546.64751513385,127.25363930694303,432.8613303206994,6.925543414516824,10.078369382429244
PROJECT_005059,CLIENT_005059,E-commerce Site Project 1560,E-commerce Site,Java/Spring/Oracle,Deployment,Critical,2023-10-10,2024-05-30,,30904.12679960304,25221.70195806556,153.8333269913847,260.42317218948654,4.984449526631048,4.790694074901971
PROJECT_005060,CLIENT_005060,CRM System Project 1561,CRM System,Python/Django/MySQL,Completed,Medium,2023-12-12,2024-06-07,2024-07-24,71552.68829999102,100038.7358479494,568.7521615807527,489.2107090701419,3.643142573447562,4.859882184031134
PROJECT_005061,CLIENT_005061,DevOps Setup Project 1562,DevOps Setup,Java/Spring/Oracle,Completed,Critical,2024-11-01,2025-07-20,2025-07-08,23498.331549417075,43821.44856124695,293.9680499227384,186.1292223628223,4.8373437492254645,8.009805920919066
PROJECT_005062,CLIENT_005062,CRM System Project 1563,CRM System,Python/Django/MySQL,Discovery,Critical,2024-09-20,2025-03-11,,183340.50974164327,167555.184960992,1311.3795037244813,1100.6782534093472,3.061573197591222,5.30011660579896
PROJECT_005063,CLIENT_005063,Mobile App Project 1564,Mobile App,React/Node.js/PostgreSQL,Planning,Medium,2024-10-15,2025-01-19,,74011.80686146088,70810.27612691461,354.37687892212585,343.59300654024446,3.2063830026717857,2.3295712074513872
PROJECT_005064,CLIENT_005064,CRM System Project 1565,CRM System,Java/Spring/Oracle,Planning,Low,2024-11-28,2025-03-21,,2944.4353870911727,17334.894494597065,41.378494673770525,57.44445263067391,1.9018353517424265,2.2697284494747363
PROJECT_005065,CLIENT_005065,Mobile App Project 1566,Mobile App,React/Node.js/PostgreSQL,Development,Critical,2024-09-16,2025-03-18,,14095.048046363956,9098.418151125035,-13.257200696450013,274.83496113682173,2.9241414396148846,4.805926082399876
PROJECT_005066,CLIENT_005066,DevOps Setup Project 1567,DevOps Setup,Python/Django/MySQL,Deployment,Low,2023-10-21,2024-05-14,,307832.19355787744,404181.51327072753,2214.624978171122,2443.136547117052,3.8112563696303914,4.962227717651616
PROJECT_005067,CLIENT_005067,CRM System Project 1568,CRM System,Java/Spring/Oracle,Testing,Critical,2025-03-18,2025-07-10,,14452.971464751965,56289.02589918353,194.27580349228646,314.40870896112585,3.155244784489682,2.6586172840323026
PROJECT_005068,CLIENT_005068,AI/ML Solution Project 1569,AI/ML Solution,React/Node.js/PostgreSQL,Deployment,Low,2024-05-19,2024-12-20,,13448.64454382652,42990.95692178185,240.11940462393818,57.943963419781284,5.188969841230573,4.802852324709784
PROJECT_005069,CLIENT_005069,DevOps Setup Project 1570,DevOps Setup,Java/Spring/Oracle,Deployment,Low,2023-07-03,2024-03-05,,32596.949221021834,19330.92797308089,131.69412091166384,294.0957019657079,3.980139088054208,6.357110520882067
PROJECT_005070,CLIENT_005070,CRM System Project 1571,CRM System,Java/Spring/Oracle,Deployment,High,2023-08-04,2024-04-05,,53355.86737621539,87460.95019404152,336.51648558281977,383.664688410537,5.988117458129704,5.789914413859449
PROJECT_005071,CLIENT_005071,Data Analytics Platform Project 1572,Data Analytics Platform,Java/Spring/Oracle,Completed,High,2024-10-31,2025-05-14,2025-07-01,1932.2938751889697,-2150.27636943417,136.2533372802654,100.85321348556768,6.2292494908900595,6.118480775549891
PROJECT_005072,CLIENT_005072,API Development Project 1573,API Development,React/Node.js/PostgreSQL,Deployment,Low,2025-02-02,2025-06-01,,64463.36192557689,33283.92083873079,424.49055615413664,421.500025849713,3.6937635122899106,2.3633032225959645
PROJECT_005073,CLIENT_005073,Web Application Project 1574,Web Application,Python/Django/MySQL,Testing,Low,2024-04-24,2025-02-24,,2614.028852190467,29168.693422410433,-47.36112187287321,68.45293566738269,5.1635752944470665,8.549832881391996
PROJECT_005074,CLIENT_005074,Mobile App Project 1575,Mobile App,Python/Django/MySQL,Testing,High,2023-11-05,2024-07-01,,6134.804161584987,13034.704519227089,-44.01146365686225,-80.66224153015116,4.017520010743398,7.025046443785954
PROJECT_005075,CLIENT_005075,DevOps Setup Project 1576,DevOps Setup,React/Node.js/PostgreSQL,Discovery,Low,2025-01-05,2025-11-05,,20132.291703553637,16082.419182396088,199.78099583978846,201.03526172839258,5.207203431205271,7.459804992027128
PROJECT_005076,CLIENT_005076,API Development Project 1577,API Development,Python/Django/MySQL,Completed,Medium,2023-09-30,2024-08-21,2024-08-10,404732.930762747,491568.6624750886,2592.4717591150998,3579.37810397414,5.100674437716455,9.142168764838063
PROJECT_005077,CLIENT_005077,Mobile App Project 1578,Mobile App,Java/Spring/Oracle,Deployment,Critical,2024-11-04,2025-04-15,,58677.75117268954,70705.16373902239,273.2041076027632,269.33683962320424,1.868156870088004,2.6089361630694614
PROJECT_005078,CLIENT_005078,Mobile App Project 1579,Mobile App,Java/Spring/Oracle,Discovery,Critical,2023-11-16,2024-06-25,,42507.81367987924,55065.295590178284,369.551682002698,384.8193427669694,4.17081723044126,6.1685058701415265
PROJECT_005079,CLIENT_005079,E-commerce Site Project 1580,E-commerce Site,Python/Django/MySQL,Discovery,Low,2025-02-20,2025-07-01,,1451.2833724373313,27620.966182778106,117.13467269260067,140.8710663170533,4.348548709991908,2.125289205276035
PROJECT_005080,CLIENT_005080,AI/ML Solution Project 1581,AI/ML Solution,Java/Spring/Oracle,Planning,Medium,2024-09-27,2025-01-11,,9685.942863240347,-5583.300256028537,153.268514866094,26.29643320709178,2.0604038510883527,0.6910642891077856
PROJECT_005081,CLIENT_005081,Mobile App Project 1582,Mobile App,React/Node.js/PostgreSQL,Discovery,Critical,2023-10-21,2024-06-27,,16642.41954430663,18645.665395320822,259.58921803139185,155.90780893929923,4.8386022080582265,6.999430278372866
PROJECT_005082,CLIENT_005082,Mobile App Project 1583,Mobile App,Python/Django/MySQL,Planning,High,2023-08-28,2024-02-11,,4555.347210687931,28523.812491648634,15.116948754002848,72.20736197462587,5.06836022818242,3.668747856085098
PROJECT_005083,CLIENT_005083,E-commerce Site Project 1584,E-commerce Site,Java/Spring/Oracle,Testing,Low,2023-08-08,2023-11-25,,71740.90977719768,72810.28766913999,339.26098515555975,421.16484268713674,3.0228078257051303,0.8796273578481839
PROJECT_005084,CLIENT_005084,Mobile App Project 1585,Mobile App,React/Node.js/PostgreSQL,Discovery,Medium,2024-07-29,2025-01-29,,53893.91619145799,85464.81755053127,275.3961700749637,485.6199720816904,4.729005823450347,4.017951423792079
PROJECT_005085,CLIENT_005085,Mobile App Project 1586,Mobile App,Python/Django/MySQL,Testing,High,2024-01-04,2024-11-23,,28396.370646838513,48714.64160443572,179.02626193550486,323.27828362634887,5.825357191269012,8.35179485510452
PROJECT_005086,CLIENT_005086,API Development Project 1587,API Development,Python/Django/MySQL,Discovery,High,2023-09-11,2024-05-10,,24238.591153104688,13228.465572607322,50.98305169830829,283.6302360127611,4.970979569502452,6.709273503415933
PROJECT_005087,CLIENT_005087,Web Application Project 1588,Web Application,Java/Spring/Oracle,Discovery,Critical,2025-03-16,2025-11-12,,11402.961787445092,23917.790933328884,-42.43292526876981,3.8250565412208637,4.77197145438924,6.26898483200969
PROJECT_005088,CLIENT_005088,E-commerce Site Project 1589,E-commerce Site,Python/Django/MySQL,Completed,Low,2023-12-06,2024-04-08,2024-03-09,-4274.688274978104,-9577.606670996423,-95.74302842580329,63.689796771745215,1.8356177443892632,1.8057637722279547
PROJECT_005089,CLIENT_005089,Mobile App Project 1590,Mobile App,React/Node.js/PostgreSQL,Discovery,Low,2023-09-05,2024-04-20,,79229.68965083238,106280.95333496373,648.5832382666373,671.2105837187938,6.309925986943354,6.08581567207946
PROJECT_005090,CLIENT_005090,API Development Project 1591,API Development,Python/Django/MySQL,Planning,High,2023-12-30,2024-11-23,,123973.79547691371,158265.42666921826,799.5330791876586,949.3175241141387,6.872527308004722,9.834899646288283
PROJECT_005091,CLIENT_005091,AI/ML Solution Project 1592,AI/ML Solution,Java/Spring/Oracle,Planning,High,2024-02-22,2024-07-06,,29240.133375108835,58332.83973275782,369.67217189950344,353.8217110649597,3.0123210992285894,4.274800620994892
PROJECT_005092,CLIENT_005092,AI/ML Solution Project 1593,AI/ML Solution,Java/Spring/Oracle,Testing,High,2025-03-08,2025-12-06,,2760.7446219719577,11627.520779996932,-87.94047964995094,-127.38019212041166,5.23680438358881,7.1807137599306605
PROJECT_005093,CLIENT_005093,Web Application Project 1594,Web Application,React/Node.js/PostgreSQL,Discovery,Low,2023-09-02,2023-11-16,,-2793.946292102246,13153.67049991901,-41.81552636508512,126.40385796452995,2.2263741651207805,1.8386290334953235
PROJECT_005094,CLIENT_005094,API Development Project 1595,API Development,Java/Spring/Oracle,Deployment,Medium,2024-08-28,2024-11-12,,34076.77867952852,12840.12209685401,274.92410310763955,17.50852267410626,2.1017139158473115,0.5238930404198721
PROJECT_005095,CLIENT_005095,API Development Project 1596,API Development,Java/Spring/Oracle,Planning,Low,2024-08-29,2025-03-13,,113900.4044445959,136976.49574073651,857.1227454101072,831.5796895073817,3.9337390252072897,4.542737397811447
PROJECT_005096,CLIENT_005096,Data Analytics Platform Project 1597,Data Analytics Platform,Java/Spring/Oracle,Planning,Critical,2025-02-14,2025-05-14,,94821.02725980579,88974.43032504673,602.6923106107628,676.1875153440582,4.145385818135521,1.8744099635936462
PROJECT_005097,CLIENT_005097,Data Analytics Platform Project 1598,Data Analytics Platform,React/Node.js/PostgreSQL,Planning,Low,2023-06-23,2023-10-09,,2082.9931272167323,8327.185421096321,145.84810139674994,159.14688875266557,3.2467195915652454,2.8346455945870814
PROJECT_005098,CLIENT_005098,API Development Project 1599,API Development,Java/Spring/Oracle,Testing,Low,2024-05-01,2025-03-14,,339035.10126314685,404621.63422890374,2352.7625089083817,2032.9362443600703,7.046619995081765,8.871978004154542
PROJECT_005099,CLIENT_005099,DevOps Setup Project 1600,DevOps Setup,React/Node.js/PostgreSQL,Deployment,Low,2023-12-18,2024-05-30,,136763.188546794,153215.44860189513,730.1772244644324,637.871673203553,2.728765328113595,3.2839815233692367
PROJECT_005100,CLIENT_005100,Data Analytics Platform Project 1601,Data Analytics Platform,Python/Django/MySQL,Planning,Critical,2025-03-18,2025-12-19,,435956.8252883644,547600.067527473,2986.723620620906,3800.305607552774,5.115957823492957,7.570780963884063
PROJECT_005101,CLIENT_005101,Data Analytics Platform Project 1602,Data Analytics Platform,Python/Django/MySQL,Testing,High,2024-03-22,2024-12-12,,44198.7647878658,21280.338957634995,116.32661255214813,242.62491035177976,5.7654684509355265,8.177564864074792
PROJECT_005102,CLIENT_005102,API Development Project 1603,API Development,React/Node.js/PostgreSQL,Completed,Low,2023-10-27,2024-05-11,2024-07-04,38118.29448382366,32033.104825129743,36.48500088759005,49.42601907821433,3.72909061573345,4.135956725763564
PROJECT_005103,CLIENT_005103,API Development Project 1604,API Development,Python/Django/MySQL,Completed,High,2023-10-12,2024-01-07,2023-12-26,-3401.209607333136,1396.9881394494682,19.753075012474707,-82.05060765616128,2.0590794395098966,0.8579992265035365
PROJECT_005104,CLIENT_005104,E-commerce Site Project 1605,E-commerce Site,Java/Spring/Oracle,Discovery,Low,2024-07-28,2025-07-02,,9120.352292852045,14244.706628719647,-102.67524639121137,-50.638933987975975,4.907170623785288,8.867807169307158
PROJECT_005105,CLIENT_005105,DevOps Setup Project 1606,DevOps Setup,Python/Django/MySQL,Testing,Medium,2024-08-03,2024-12-20,,34008.05585609324,39263.07584208949,332.76464198487724,337.51642330369066,3.8100857131094235,3.054586368848589
PROJECT_005106,CLIENT_005106,AI/ML Solution Project 1607,AI/ML Solution,Java/Spring/Oracle,Deployment,Low,2025-04-06,2026-01-01,,139600.52720765315,165840.70824062423,974.9769101847005,869.591933844175,6.100694882136206,8.372539707853592
PROJECT_005107,CLIENT_005107,Web Application Project 1608,Web Application,Python/Django/MySQL,Development,Critical,2024-10-12,2025-10-03,,4223.982981390876,15680.331509441066,21.803513380724056,141.4489593521364,5.0181408030440595,8.59894199723059
PROJECT_005108,CLIENT_005108,CRM System Project 1609,CRM System,React/Node.js/PostgreSQL,Deployment,Low,2023-12-02,2024-03-01,,51887.49652466549,55122.24844577822,211.84987636483234,258.8183618551061,4.226764398204331,1.3961704003281872
PROJECT_005109,CLIENT_005109,API Development Project 1610,API Development,Java/Spring/Oracle,Deployment,Low,2025-04-26,2026-05-11,,28756.21525576417,24086.12374539848,-16.32016907959492,131.49637429299463,8.050685994867198,10.00924955385848
PROJECT_005110,CLIENT_005110,E-commerce Site Project 1611,E-commerce Site,Python/Django/MySQL,Development,Low,2023-08-10,2024-02-01,,35744.02328288011,-3999.796666371787,13.674519637000387,20.56170054712058,4.050589481327446,3.3901122957712455
