assignment_id,project_id,member_id,role_on_project,hours_allocated,hours_logged,start_date,end_date
ASN_001442,PROJECT_000480,MEMBER_000040,Developer,122,195,2025-04-11,
ASN_001443,PROJECT_000481,MEMBER_000083,Support,43,77,2023-11-27,
ASN_001444,PROJECT_000481,MEMBER_000116,Lead,167,171,2023-11-27,
ASN_001445,PROJECT_000481,MEMBER_000074,Support,116,49,2023-11-27,
ASN_001446,PROJECT_000482,MEMBER_000016,Developer,68,202,2024-09-17,
ASN_001447,PROJECT_000482,MEMBER_000015,Support,172,225,2024-09-17,
ASN_001448,PROJECT_000482,MEMBER_000049,Support,46,36,2024-09-17,
ASN_001449,PROJECT_000483,MEMBER_000101,Support,47,48,2025-03-16,
ASN_001450,PROJECT_000483,MEMBER_000090,Developer,24,97,2025-03-16,
ASN_001451,PROJECT_000483,MEMBER_000096,Lead,150,112,2025-03-16,
ASN_001452,PROJECT_000484,MEMBER_000045,Lead,188,48,2023-11-06,2024-07-24
ASN_001453,PROJECT_000484,MEMBER_000116,Lead,64,11,2023-11-06,2024-07-24
ASN_001454,PROJECT_000484,MEMBER_000115,Developer,198,225,2023-11-06,2024-07-24
ASN_001455,PROJECT_000485,MEMBER_000023,Support,186,172,2025-01-20,
ASN_001456,PROJECT_000485,MEMBER_000055,Support,59,169,2025-01-20,
ASN_001457,PROJECT_000485,MEMBER_000107,Lead,112,130,2025-01-20,
ASN_001458,PROJECT_000486,MEMBER_000094,Support,133,173,2025-01-21,
ASN_001459,PROJECT_000486,MEMBER_000112,Support,62,21,2025-01-21,
ASN_001460,PROJECT_000486,MEMBER_000057,Lead,178,177,2025-01-21,
ASN_001461,PROJECT_000487,MEMBER_000051,Developer,175,213,2025-04-08,2026-02-08
ASN_001462,PROJECT_000487,MEMBER_000114,Support,165,158,2025-04-08,2026-02-08
ASN_001463,PROJECT_000487,MEMBER_000046,Support,31,220,2025-04-08,2026-02-08
ASN_001464,PROJECT_000488,MEMBER_000049,Developer,121,88,2024-02-24,
ASN_001465,PROJECT_000488,MEMBER_000103,Developer,112,102,2024-02-24,
ASN_001466,PROJECT_000488,MEMBER_000108,Developer,164,124,2024-02-24,
ASN_001467,PROJECT_000489,MEMBER_000052,Lead,172,137,2023-12-01,
ASN_001468,PROJECT_000489,MEMBER_000058,Developer,196,84,2023-12-01,
ASN_001469,PROJECT_000489,MEMBER_000059,Developer,85,39,2023-12-01,
ASN_001470,PROJECT_000490,MEMBER_000127,Support,160,202,2023-11-20,
ASN_001471,PROJECT_000490,MEMBER_000039,Developer,150,74,2023-11-20,
ASN_001472,PROJECT_000490,MEMBER_000003,Support,163,84,2023-11-20,
ASN_001473,PROJECT_000491,MEMBER_000073,Support,64,63,2024-01-09,
ASN_001474,PROJECT_000491,MEMBER_000091,Support,196,229,2024-01-09,
ASN_001475,PROJECT_000491,MEMBER_000075,Lead,166,33,2024-01-09,
ASN_001476,PROJECT_000492,MEMBER_000057,Lead,35,130,2024-05-01,
ASN_001477,PROJECT_000492,MEMBER_000078,Lead,90,101,2024-05-01,
ASN_001478,PROJECT_000492,MEMBER_000094,Lead,127,225,2024-05-01,
ASN_001479,PROJECT_000493,MEMBER_000117,Lead,109,149,2024-05-20,
ASN_001480,PROJECT_000493,MEMBER_000061,Support,124,206,2024-05-20,
ASN_001481,PROJECT_000493,MEMBER_000059,Lead,24,105,2024-05-20,
ASN_001482,PROJECT_000494,MEMBER_000050,Support,164,31,2025-03-22,
ASN_001483,PROJECT_000494,MEMBER_000104,Lead,153,126,2025-03-22,
ASN_001484,PROJECT_000494,MEMBER_000112,Developer,171,67,2025-03-22,
ASN_001485,PROJECT_000495,MEMBER_000056,Lead,51,64,2024-05-11,
ASN_001486,PROJECT_000495,MEMBER_000130,Developer,56,191,2024-05-11,
ASN_001487,PROJECT_000495,MEMBER_000120,Support,73,165,2024-05-11,
ASN_001488,PROJECT_000496,MEMBER_000126,Developer,94,11,2023-11-06,
ASN_001489,PROJECT_000496,MEMBER_000009,Developer,96,104,2023-11-06,
ASN_001490,PROJECT_000496,MEMBER_000089,Support,35,88,2023-11-06,
ASN_001491,PROJECT_000497,MEMBER_000041,Support,39,171,2024-06-28,
ASN_001492,PROJECT_000497,MEMBER_000013,Lead,189,65,2024-06-28,
ASN_001493,PROJECT_000497,MEMBER_000116,Developer,33,248,2024-06-28,
ASN_001494,PROJECT_000498,MEMBER_000016,Developer,50,45,2024-10-30,
ASN_001495,PROJECT_000498,MEMBER_000075,Lead,100,138,2024-10-30,
ASN_001496,PROJECT_000498,MEMBER_000120,Developer,49,197,2024-10-30,
ASN_001497,PROJECT_000499,MEMBER_000054,Support,34,112,2024-05-20,
ASN_001498,PROJECT_000499,MEMBER_000065,Lead,147,53,2024-05-20,
ASN_001499,PROJECT_000499,MEMBER_000066,Support,55,113,2024-05-20,
ASN_001500,PROJECT_000500,MEMBER_000031,Lead,47,122,2023-06-29,
ASN_001501,PROJECT_000500,MEMBER_000106,Lead,155,243,2023-06-29,
ASN_001502,PROJECT_000500,MEMBER_000000,Lead,98,43,2023-06-29,
ASN_001503,PROJECT_000501,MEMBER_000017,Support,50,203,2024-08-06,
ASN_001504,PROJECT_000501,MEMBER_000040,Lead,42,136,2024-08-06,
ASN_001505,PROJECT_000501,MEMBER_000018,Support,84,177,2024-08-06,
ASN_001506,PROJECT_000502,MEMBER_000078,Lead,102,193,2025-03-17,
ASN_001507,PROJECT_000502,MEMBER_000083,Support,97,85,2025-03-17,
ASN_001508,PROJECT_000502,MEMBER_000115,Support,123,186,2025-03-17,
ASN_001509,PROJECT_000503,MEMBER_000099,Developer,99,184,2024-08-08,
ASN_001510,PROJECT_000503,MEMBER_000065,Support,64,141,2024-08-08,
ASN_001511,PROJECT_000503,MEMBER_000046,Lead,135,128,2024-08-08,
ASN_001512,PROJECT_000504,MEMBER_000044,Lead,139,190,2023-08-10,
ASN_001513,PROJECT_000504,MEMBER_000130,Developer,27,245,2023-08-10,
ASN_001514,PROJECT_000504,MEMBER_000034,Support,145,136,2023-08-10,
ASN_001515,PROJECT_000505,MEMBER_000086,Support,133,46,2025-02-04,
ASN_001516,PROJECT_000505,MEMBER_000050,Developer,110,109,2025-02-04,
ASN_001517,PROJECT_000505,MEMBER_000126,Support,183,164,2025-02-04,
ASN_001518,PROJECT_000506,MEMBER_000054,Support,128,115,2025-04-18,2025-11-07
ASN_001519,PROJECT_000506,MEMBER_000066,Support,156,232,2025-04-18,2025-11-07
ASN_001520,PROJECT_000506,MEMBER_000028,Developer,112,59,2025-04-18,2025-11-07
ASN_001521,PROJECT_000507,MEMBER_000070,Support,23,108,2024-12-03,
ASN_001522,PROJECT_000507,MEMBER_000073,Support,181,222,2024-12-03,
ASN_001523,PROJECT_000507,MEMBER_000005,Support,173,182,2024-12-03,
ASN_001524,PROJECT_000508,MEMBER_000027,Lead,101,222,2024-03-24,
ASN_001525,PROJECT_000508,MEMBER_000075,Lead,189,87,2024-03-24,
ASN_001526,PROJECT_000508,MEMBER_000094,Lead,143,162,2024-03-24,
ASN_001527,PROJECT_000509,MEMBER_000042,Lead,165,62,2025-01-17,
ASN_001528,PROJECT_000509,MEMBER_000046,Lead,147,67,2025-01-17,
ASN_001529,PROJECT_000509,MEMBER_000006,Developer,20,124,2025-01-17,
ASN_001530,PROJECT_000510,MEMBER_000013,Support,73,171,2024-06-23,
ASN_001531,PROJECT_000510,MEMBER_000036,Developer,67,106,2024-06-23,
ASN_001532,PROJECT_000510,MEMBER_000018,Developer,32,74,2024-06-23,
ASN_001533,PROJECT_000511,MEMBER_000045,Support,24,202,2024-07-21,
ASN_001534,PROJECT_000511,MEMBER_000059,Support,135,61,2024-07-21,
ASN_001535,PROJECT_000511,MEMBER_000070,Support,173,153,2024-07-21,
ASN_001536,PROJECT_000512,MEMBER_000073,Support,83,153,2024-03-29,
ASN_001537,PROJECT_000512,MEMBER_000075,Lead,71,126,2024-03-29,
ASN_001538,PROJECT_000512,MEMBER_000038,Lead,147,211,2024-03-29,
ASN_001539,PROJECT_000513,MEMBER_000025,Lead,105,227,2023-11-21,
ASN_001540,PROJECT_000513,MEMBER_000040,Lead,101,101,2023-11-21,
ASN_001541,PROJECT_000513,MEMBER_000010,Developer,64,44,2023-11-21,
ASN_001542,PROJECT_000514,MEMBER_000134,Lead,45,224,2024-02-22,
ASN_001543,PROJECT_000514,MEMBER_000117,Support,52,62,2024-02-22,
ASN_001544,PROJECT_000514,MEMBER_000079,Support,69,35,2024-02-22,
ASN_001545,PROJECT_000515,MEMBER_000102,Support,166,217,2023-08-22,
ASN_001546,PROJECT_000515,MEMBER_000103,Developer,53,50,2023-08-22,
ASN_001547,PROJECT_000515,MEMBER_000130,Support,38,160,2023-08-22,
ASN_001548,PROJECT_000516,MEMBER_000036,Developer,34,49,2024-09-10,
ASN_001549,PROJECT_000516,MEMBER_000024,Lead,117,210,2024-09-10,
ASN_001550,PROJECT_000516,MEMBER_000102,Support,101,126,2024-09-10,
ASN_001551,PROJECT_000517,MEMBER_000099,Support,54,45,2024-11-14,
ASN_001552,PROJECT_000517,MEMBER_000071,Lead,158,120,2024-11-14,
ASN_001553,PROJECT_000517,MEMBER_000122,Developer,107,155,2024-11-14,
ASN_001554,PROJECT_000518,MEMBER_000123,Support,68,125,2024-02-19,2024-09-18
ASN_001555,PROJECT_000518,MEMBER_000055,Developer,81,144,2024-02-19,2024-09-18
ASN_001556,PROJECT_000518,MEMBER_000042,Lead,36,49,2024-02-19,2024-09-18
ASN_001557,PROJECT_000519,MEMBER_000048,Lead,154,199,2024-10-04,2025-03-24
ASN_001558,PROJECT_000519,MEMBER_000053,Developer,133,232,2024-10-04,2025-03-24
ASN_001559,PROJECT_000519,MEMBER_000012,Lead,100,22,2024-10-04,2025-03-24
ASN_001560,PROJECT_000520,MEMBER_000077,Developer,29,229,2024-10-16,
ASN_001561,PROJECT_000520,MEMBER_000104,Developer,90,46,2024-10-16,
ASN_001562,PROJECT_000520,MEMBER_000083,Lead,190,107,2024-10-16,
ASN_001563,PROJECT_000521,MEMBER_000060,Support,25,241,2024-08-08,
ASN_001564,PROJECT_000521,MEMBER_000005,Lead,116,233,2024-08-08,
ASN_001565,PROJECT_000521,MEMBER_000024,Support,79,202,2024-08-08,
ASN_001566,PROJECT_000522,MEMBER_000067,Lead,172,243,2023-06-29,
ASN_001567,PROJECT_000522,MEMBER_000125,Developer,145,146,2023-06-29,
ASN_001568,PROJECT_000522,MEMBER_000037,Support,94,132,2023-06-29,
ASN_001569,PROJECT_000523,MEMBER_000030,Developer,108,15,2023-07-15,2024-04-14
ASN_001570,PROJECT_000523,MEMBER_000016,Support,24,112,2023-07-15,2024-04-14
ASN_001571,PROJECT_000523,MEMBER_000116,Developer,131,63,2023-07-15,2024-04-14
ASN_001572,PROJECT_000524,MEMBER_000101,Developer,68,147,2024-11-28,2025-05-13
ASN_001573,PROJECT_000524,MEMBER_000040,Support,25,177,2024-11-28,2025-05-13
ASN_001574,PROJECT_000524,MEMBER_000085,Lead,31,242,2024-11-28,2025-05-13
ASN_001575,PROJECT_000525,MEMBER_000078,Lead,28,177,2023-07-18,
ASN_001576,PROJECT_000525,MEMBER_000044,Support,45,120,2023-07-18,
ASN_001577,PROJECT_000525,MEMBER_000047,Developer,191,149,2023-07-18,
ASN_001578,PROJECT_000526,MEMBER_000004,Developer,91,185,2025-04-07,
ASN_001579,PROJECT_000526,MEMBER_000033,Support,44,180,2025-04-07,
ASN_001580,PROJECT_000526,MEMBER_000120,Support,65,94,2025-04-07,
ASN_001581,PROJECT_000527,MEMBER_000052,Support,110,62,2024-02-18,2024-11-11
ASN_001582,PROJECT_000527,MEMBER_000087,Developer,22,212,2024-02-18,2024-11-11
ASN_001583,PROJECT_000527,MEMBER_000133,Lead,76,90,2024-02-18,2024-11-11
ASN_001584,PROJECT_000528,MEMBER_000115,Support,185,25,2024-07-16,2025-06-14
ASN_001585,PROJECT_000528,MEMBER_000069,Support,195,24,2024-07-16,2025-06-14
ASN_001586,PROJECT_000528,MEMBER_000045,Developer,32,20,2024-07-16,2025-06-14
ASN_001587,PROJECT_000529,MEMBER_000011,Lead,33,119,2024-03-05,
ASN_001588,PROJECT_000529,MEMBER_000085,Developer,192,165,2024-03-05,
ASN_001589,PROJECT_000529,MEMBER_000034,Lead,146,49,2024-03-05,
ASN_001590,PROJECT_000530,MEMBER_000110,Support,200,63,2024-07-16,
ASN_001591,PROJECT_000530,MEMBER_000010,Lead,188,235,2024-07-16,
ASN_001592,PROJECT_000530,MEMBER_000093,Lead,101,74,2024-07-16,
ASN_001593,PROJECT_000531,MEMBER_000031,Support,185,39,2024-11-26,
ASN_001594,PROJECT_000531,MEMBER_000010,Developer,165,94,2024-11-26,
ASN_001595,PROJECT_000531,MEMBER_000107,Lead,154,137,2024-11-26,
ASN_001596,PROJECT_000532,MEMBER_000093,Support,100,84,2024-01-22,
ASN_001597,PROJECT_000532,MEMBER_000019,Lead,131,91,2024-01-22,
ASN_001598,PROJECT_000532,MEMBER_000048,Developer,71,12,2024-01-22,
ASN_001599,PROJECT_000533,MEMBER_000105,Lead,26,220,2024-11-21,
ASN_001600,PROJECT_000533,MEMBER_000013,Lead,180,208,2024-11-21,
ASN_001601,PROJECT_000533,MEMBER_000048,Support,121,17,2024-11-21,
ASN_001602,PROJECT_000534,MEMBER_000072,Support,93,36,2025-03-11,
ASN_001603,PROJECT_000534,MEMBER_000040,Lead,122,183,2025-03-11,
ASN_001604,PROJECT_000534,MEMBER_000077,Lead,132,92,2025-03-11,
ASN_001605,PROJECT_000535,MEMBER_000069,Support,54,207,2025-04-16,
ASN_001606,PROJECT_000535,MEMBER_000133,Lead,73,99,2025-04-16,
ASN_001607,PROJECT_000535,MEMBER_000098,Support,20,29,2025-04-16,
ASN_001608,PROJECT_000536,MEMBER_000075,Lead,59,179,2024-02-26,
ASN_001609,PROJECT_000536,MEMBER_000111,Developer,37,22,2024-02-26,
ASN_001610,PROJECT_000536,MEMBER_000006,Developer,176,39,2024-02-26,
ASN_001611,PROJECT_000537,MEMBER_000120,Support,199,191,2025-03-27,
ASN_001612,PROJECT_000537,MEMBER_000105,Support,135,35,2025-03-27,
ASN_001613,PROJECT_000537,MEMBER_000115,Lead,112,150,2025-03-27,
ASN_001614,PROJECT_000538,MEMBER_000104,Support,139,62,2023-10-22,2024-03-13
ASN_001615,PROJECT_000538,MEMBER_000003,Lead,184,189,2023-10-22,2024-03-13
ASN_001616,PROJECT_000538,MEMBER_000033,Lead,82,222,2023-10-22,2024-03-13
ASN_001617,PROJECT_000539,MEMBER_000112,Support,182,120,2024-11-13,
ASN_001618,PROJECT_000539,MEMBER_000097,Lead,175,187,2024-11-13,
ASN_001619,PROJECT_000539,MEMBER_000121,Developer,192,219,2024-11-13,
ASN_001620,PROJECT_000540,MEMBER_000123,Developer,158,188,2024-08-27,
ASN_001621,PROJECT_000540,MEMBER_000116,Developer,75,78,2024-08-27,
ASN_001622,PROJECT_000540,MEMBER_000064,Lead,70,247,2024-08-27,
ASN_001623,PROJECT_000541,MEMBER_000058,Support,97,220,2025-03-11,
ASN_001624,PROJECT_000541,MEMBER_000038,Support,165,97,2025-03-11,
ASN_001625,PROJECT_000541,MEMBER_000033,Support,167,100,2025-03-11,
ASN_001626,PROJECT_000542,MEMBER_000110,Developer,34,87,2023-08-16,
ASN_001627,PROJECT_000542,MEMBER_000006,Support,50,187,2023-08-16,
ASN_001628,PROJECT_000542,MEMBER_000019,Developer,53,222,2023-08-16,
ASN_001629,PROJECT_000543,MEMBER_000028,Lead,94,155,2024-06-10,
ASN_001630,PROJECT_000543,MEMBER_000020,Lead,47,155,2024-06-10,
ASN_001631,PROJECT_000543,MEMBER_000084,Developer,90,128,2024-06-10,
ASN_001632,PROJECT_000544,MEMBER_000088,Lead,114,109,2025-02-02,
ASN_001633,PROJECT_000544,MEMBER_000018,Lead,138,53,2025-02-02,
ASN_001634,PROJECT_000544,MEMBER_000055,Support,82,71,2025-02-02,
ASN_001635,PROJECT_000545,MEMBER_000040,Lead,184,202,2025-04-11,2026-04-28
ASN_001636,PROJECT_000545,MEMBER_000109,Lead,111,50,2025-04-11,2026-04-28
ASN_001637,PROJECT_000545,MEMBER_000035,Support,185,125,2025-04-11,2026-04-28
ASN_001638,PROJECT_000546,MEMBER_000072,Lead,139,69,2025-03-29,
ASN_001639,PROJECT_000546,MEMBER_000009,Support,165,135,2025-03-29,
ASN_001640,PROJECT_000546,MEMBER_000015,Lead,89,98,2025-03-29,
ASN_001641,PROJECT_000547,MEMBER_000120,Developer,140,157,2024-04-14,
ASN_001642,PROJECT_000547,MEMBER_000043,Support,54,29,2024-04-14,
ASN_001643,PROJECT_000547,MEMBER_000041,Developer,157,179,2024-04-14,
ASN_001644,PROJECT_000548,MEMBER_000108,Support,133,225,2023-12-20,
ASN_001645,PROJECT_000548,MEMBER_000008,Lead,56,169,2023-12-20,
ASN_001646,PROJECT_000548,MEMBER_000010,Developer,83,166,2023-12-20,
ASN_001647,PROJECT_000549,MEMBER_000051,Support,57,49,2024-02-27,2024-10-06
ASN_001648,PROJECT_000549,MEMBER_000043,Support,47,249,2024-02-27,2024-10-06
ASN_001649,PROJECT_000549,MEMBER_000025,Support,189,241,2024-02-27,2024-10-06
ASN_001650,PROJECT_000550,MEMBER_000102,Support,62,199,2024-07-24,
ASN_001651,PROJECT_000550,MEMBER_000017,Lead,166,183,2024-07-24,
ASN_001652,PROJECT_000550,MEMBER_000132,Lead,22,99,2024-07-24,
ASN_001653,PROJECT_000551,MEMBER_000000,Lead,192,62,2023-09-13,2024-10-23
ASN_001654,PROJECT_000551,MEMBER_000130,Developer,35,149,2023-09-13,2024-10-23
ASN_001655,PROJECT_000551,MEMBER_000077,Support,190,238,2023-09-13,2024-10-23
ASN_001656,PROJECT_000552,MEMBER_000069,Lead,197,100,2023-09-02,
ASN_001657,PROJECT_000552,MEMBER_000019,Lead,53,134,2023-09-02,
ASN_001658,PROJECT_000552,MEMBER_000043,Support,178,62,2023-09-02,
ASN_001659,PROJECT_000553,MEMBER_000133,Support,37,130,2024-09-15,
ASN_001660,PROJECT_000553,MEMBER_000020,Lead,47,245,2024-09-15,
ASN_001661,PROJECT_000553,MEMBER_000055,Developer,157,185,2024-09-15,
ASN_001662,PROJECT_000554,MEMBER_000105,Support,108,131,2023-12-30,
ASN_001663,PROJECT_000554,MEMBER_000014,Developer,153,186,2023-12-30,
ASN_001664,PROJECT_000554,MEMBER_000092,Lead,161,244,2023-12-30,
ASN_001665,PROJECT_000555,MEMBER_000055,Developer,99,236,2023-08-13,2024-01-29
ASN_001666,PROJECT_000555,MEMBER_000058,Support,111,133,2023-08-13,2024-01-29
ASN_001667,PROJECT_000555,MEMBER_000108,Support,82,178,2023-08-13,2024-01-29
ASN_001668,PROJECT_000556,MEMBER_000109,Lead,85,240,2024-10-15,
ASN_001669,PROJECT_000556,MEMBER_000106,Support,90,144,2024-10-15,
ASN_001670,PROJECT_000556,MEMBER_000125,Support,144,137,2024-10-15,
ASN_001671,PROJECT_000557,MEMBER_000088,Support,38,91,2024-02-25,
ASN_001672,PROJECT_000557,MEMBER_000034,Developer,109,92,2024-02-25,
ASN_001673,PROJECT_000557,MEMBER_000099,Developer,86,147,2024-02-25,
ASN_001674,PROJECT_000558,MEMBER_000070,Support,29,87,2025-01-01,
ASN_001675,PROJECT_000558,MEMBER_000038,Support,109,118,2025-01-01,
ASN_001676,PROJECT_000558,MEMBER_000026,Developer,177,105,2025-01-01,
ASN_001677,PROJECT_000559,MEMBER_000046,Developer,117,58,2023-11-07,
ASN_001678,PROJECT_000559,MEMBER_000079,Lead,174,246,2023-11-07,
ASN_001679,PROJECT_000559,MEMBER_000123,Developer,193,121,2023-11-07,
ASN_001680,PROJECT_000560,MEMBER_000028,Developer,111,187,2025-02-18,
ASN_001681,PROJECT_000560,MEMBER_000098,Developer,73,56,2025-02-18,
ASN_001682,PROJECT_000560,MEMBER_000025,Lead,174,36,2025-02-18,
ASN_001683,PROJECT_000561,MEMBER_000013,Support,62,212,2024-01-14,
ASN_001684,PROJECT_000561,MEMBER_000033,Developer,77,173,2024-01-14,
ASN_001685,PROJECT_000561,MEMBER_000045,Developer,157,41,2024-01-14,
ASN_001686,PROJECT_000562,MEMBER_000034,Lead,148,174,2025-01-04,
ASN_001687,PROJECT_000562,MEMBER_000057,Developer,190,170,2025-01-04,
ASN_001688,PROJECT_000562,MEMBER_000089,Developer,59,18,2025-01-04,
ASN_001689,PROJECT_000563,MEMBER_000094,Lead,184,59,2023-09-09,
ASN_001690,PROJECT_000563,MEMBER_000124,Developer,162,172,2023-09-09,
ASN_001691,PROJECT_000563,MEMBER_000041,Developer,48,38,2023-09-09,
ASN_001692,PROJECT_000564,MEMBER_000073,Lead,104,157,2024-09-29,
ASN_001693,PROJECT_000564,MEMBER_000030,Developer,176,194,2024-09-29,
ASN_001694,PROJECT_000564,MEMBER_000066,Developer,127,142,2024-09-29,
ASN_001695,PROJECT_000565,MEMBER_000108,Developer,126,181,2024-08-26,
ASN_001696,PROJECT_000565,MEMBER_000098,Developer,98,228,2024-08-26,
ASN_001697,PROJECT_000565,MEMBER_000099,Lead,142,203,2024-08-26,
ASN_001698,PROJECT_000566,MEMBER_000080,Developer,102,194,2024-11-09,
ASN_001699,PROJECT_000566,MEMBER_000092,Support,49,207,2024-11-09,
ASN_001700,PROJECT_000566,MEMBER_000072,Developer,98,99,2024-11-09,
ASN_001701,PROJECT_000567,MEMBER_000031,Developer,92,157,2025-03-22,
ASN_001702,PROJECT_000567,MEMBER_000103,Developer,102,152,2025-03-22,
ASN_001703,PROJECT_000567,MEMBER_000028,Lead,156,80,2025-03-22,
ASN_001704,PROJECT_000568,MEMBER_000019,Support,77,123,2023-10-19,
ASN_001705,PROJECT_000568,MEMBER_000067,Support,136,74,2023-10-19,
ASN_001706,PROJECT_000568,MEMBER_000045,Developer,78,33,2023-10-19,
ASN_001707,PROJECT_000569,MEMBER_000114,Lead,133,174,2025-04-06,
ASN_001708,PROJECT_000569,MEMBER_000105,Support,129,202,2025-04-06,
ASN_001709,PROJECT_000569,MEMBER_000038,Lead,137,109,2025-04-06,
ASN_001710,PROJECT_000570,MEMBER_000036,Developer,199,209,2024-08-11,
ASN_001711,PROJECT_000570,MEMBER_000120,Support,61,70,2024-08-11,
ASN_001712,PROJECT_000570,MEMBER_000041,Support,27,202,2024-08-11,
ASN_001713,PROJECT_000571,MEMBER_000106,Lead,144,125,2023-12-27,
ASN_001714,PROJECT_000571,MEMBER_000020,Developer,85,162,2023-12-27,
ASN_001715,PROJECT_000571,MEMBER_000078,Support,183,43,2023-12-27,
ASN_001716,PROJECT_000572,MEMBER_000119,Developer,29,169,2024-06-28,2024-11-30
ASN_001717,PROJECT_000572,MEMBER_000054,Support,98,247,2024-06-28,2024-11-30
ASN_001718,PROJECT_000572,MEMBER_000036,Developer,33,242,2024-06-28,2024-11-30
ASN_001719,PROJECT_000573,MEMBER_000043,Support,150,105,2023-06-27,
ASN_001720,PROJECT_000573,MEMBER_000095,Developer,61,30,2023-06-27,
ASN_001721,PROJECT_000573,MEMBER_000000,Developer,83,139,2023-06-27,
ASN_001722,PROJECT_000574,MEMBER_000134,Support,108,72,2023-07-16,
ASN_001723,PROJECT_000574,MEMBER_000084,Lead,35,62,2023-07-16,
ASN_001724,PROJECT_000574,MEMBER_000015,Support,173,110,2023-07-16,
ASN_001725,PROJECT_000575,MEMBER_000023,Support,103,214,2025-01-12,2025-07-13
ASN_001726,PROJECT_000575,MEMBER_000103,Support,88,105,2025-01-12,2025-07-13
ASN_001727,PROJECT_000575,MEMBER_000037,Support,50,236,2025-01-12,2025-07-13
ASN_001728,PROJECT_000576,MEMBER_000052,Lead,185,99,2024-10-31,
ASN_001729,PROJECT_000576,MEMBER_000112,Support,147,195,2024-10-31,
ASN_001730,PROJECT_000576,MEMBER_000055,Developer,58,87,2024-10-31,
ASN_001731,PROJECT_000577,MEMBER_000002,Support,146,73,2025-04-27,
ASN_001732,PROJECT_000577,MEMBER_000026,Lead,67,60,2025-04-27,
ASN_001733,PROJECT_000577,MEMBER_000045,Lead,139,194,2025-04-27,
ASN_001734,PROJECT_000578,MEMBER_000001,Developer,90,144,2024-10-19,
ASN_001735,PROJECT_000578,MEMBER_000020,Developer,182,211,2024-10-19,
ASN_001736,PROJECT_000578,MEMBER_000117,Support,184,83,2024-10-19,
ASN_001737,PROJECT_000579,MEMBER_000106,Support,157,237,2023-07-24,
ASN_001738,PROJECT_000579,MEMBER_000105,Support,192,249,2023-07-24,
ASN_001739,PROJECT_000579,MEMBER_000055,Developer,198,234,2023-07-24,
ASN_001740,PROJECT_000580,MEMBER_000038,Developer,66,201,2025-04-03,
ASN_001741,PROJECT_000580,MEMBER_000106,Support,106,172,2025-04-03,
ASN_001742,PROJECT_000580,MEMBER_000079,Support,85,88,2025-04-03,
ASN_001743,PROJECT_000581,MEMBER_000097,Lead,131,221,2024-03-22,2024-10-12
ASN_001744,PROJECT_000581,MEMBER_000112,Developer,139,32,2024-03-22,2024-10-12
ASN_001745,PROJECT_000581,MEMBER_000050,Support,126,31,2024-03-22,2024-10-12
ASN_001746,PROJECT_000582,MEMBER_000130,Developer,39,245,2023-10-02,
ASN_001747,PROJECT_000582,MEMBER_000071,Support,48,76,2023-10-02,
ASN_001748,PROJECT_000582,MEMBER_000116,Lead,113,10,2023-10-02,
ASN_001749,PROJECT_000583,MEMBER_000009,Developer,153,183,2023-08-25,
ASN_001750,PROJECT_000583,MEMBER_000063,Developer,74,105,2023-08-25,
ASN_001751,PROJECT_000583,MEMBER_000117,Support,91,19,2023-08-25,
ASN_001752,PROJECT_000584,MEMBER_000046,Support,31,167,2023-09-02,
ASN_001753,PROJECT_000584,MEMBER_000063,Developer,130,169,2023-09-02,
ASN_001754,PROJECT_000584,MEMBER_000006,Lead,130,87,2023-09-02,
ASN_001755,PROJECT_000585,MEMBER_000061,Lead,174,218,2024-04-12,
ASN_001756,PROJECT_000585,MEMBER_000043,Developer,57,135,2024-04-12,
ASN_001757,PROJECT_000585,MEMBER_000064,Support,121,83,2024-04-12,
ASN_001758,PROJECT_000586,MEMBER_000124,Lead,97,66,2024-07-05,
ASN_001759,PROJECT_000586,MEMBER_000095,Lead,105,43,2024-07-05,
ASN_001760,PROJECT_000586,MEMBER_000048,Developer,173,245,2024-07-05,
ASN_001761,PROJECT_000587,MEMBER_000088,Lead,32,95,2024-10-26,
ASN_001762,PROJECT_000587,MEMBER_000121,Lead,100,45,2024-10-26,
ASN_001763,PROJECT_000587,MEMBER_000095,Support,52,99,2024-10-26,
ASN_001764,PROJECT_000588,MEMBER_000037,Developer,23,40,2023-08-09,
ASN_001765,PROJECT_000588,MEMBER_000045,Lead,115,124,2023-08-09,
ASN_001766,PROJECT_000588,MEMBER_000020,Developer,27,70,2023-08-09,
ASN_001767,PROJECT_000589,MEMBER_000081,Lead,158,74,2023-08-19,
ASN_001768,PROJECT_000589,MEMBER_000014,Support,54,133,2023-08-19,
ASN_001769,PROJECT_000589,MEMBER_000022,Developer,150,238,2023-08-19,
ASN_001770,PROJECT_000590,MEMBER_000101,Developer,65,39,2023-11-07,
ASN_001771,PROJECT_000590,MEMBER_000099,Lead,191,56,2023-11-07,
ASN_001772,PROJECT_000590,MEMBER_000036,Developer,156,115,2023-11-07,
ASN_001773,PROJECT_000591,MEMBER_000020,Developer,168,201,2024-01-31,
ASN_001774,PROJECT_000591,MEMBER_000008,Developer,197,44,2024-01-31,
ASN_001775,PROJECT_000591,MEMBER_000118,Developer,190,64,2024-01-31,
ASN_001776,PROJECT_000592,MEMBER_000108,Lead,68,168,2024-12-19,
